,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
604,450,4505.1981,45005001981,Liberia,5,0,1981,,Conspiracy Coup,0,0,1,Samuel Doe,People's Redemption Council Chairman,unspecified NCOs & soldiers,.,.,Unspecified armed NCOs conspired to overthrow the government.,LR,AF,5/0.0/1981.0
605,450,450112183,45011211983,Liberia,11,21,1983,,Conspiracy Coup,0,0,1,Samuel Doe,People's Redemption Council Chairman,BG Thomas Quiwonkpa,.,.,Gen. Quiwonkpa conspired to overthrow the military junta.,LR,AF,11/21.0/1983.0
606,450,4508.1984,45008001984,Liberia,8,0,1984,,Conspiracy Coup,0,0,1,Samuel Doe,People's Redemption Council Chairman,"Dr. Sawyer, Col. Borteh, Col. Jorwley, Mr. Kieh",.,.,Civilians and armed forces officers conspired to overthrow the ruling military junta.,LR,AF,8/0.0/1984.0
607,450,45011384,45011031984,Liberia,11,3,1984,,Conspiracy Coup,0,0,1,Samuel Doe,People's Redemption Council Chairman,unspecified,.,.,Unspecified individuals conspired against the Doe regime.,LR,AF,11/3.0/1984.0
608,450,450111285,45011121985,Liberia,11,12,1985,,Attempted Coup,0,0,1,Samuel Doe,People's Redemption Council Chairman,Brig.Gen. Thomas Quiwonkpa,.,.,An attempted coup led by Gen. Quiwonkpa and backed by some civilian elements failed.,LR,AF,11/12.0/1985.0
609,450,45032288,45003221988,Liberia,3,22,1988,,Conspiracy Coup,0,0,1,Samuel Doe,president,incl. William Kpolleh,.,.,Several individuals conspired against the Doe government.,LR,AF,3/22.0/1988.0
610,450,4509990,45009091990,Liberia,9,9,1990,,Coup,civil war,1,0,Samuel Doe,president,rebels controlled by Charles Taylor and Prince Y. Johnson,anarchy,.,Rebel forces captured President Doe and tortured and executed him. Liberia entered a state of anarchy in the following days.,LR,AF,9/9.0/1990.0
611,450,450112290,45011221990,Liberia,11,22,1990,,Coup,Foreign,1,0,anarchy,,ECWAS conference,Amos Sawyer,president of the interim Government of National Unity,"In the aftermath of the Doe regime, rebels Taylor and Johnson warred for the presidency. An interim government was established abroad and Amos Sawyer was voted the president.",LR,AF,11/22.0/1990.0
612,450,4503794,45003071994,Liberia,3,7,1994,,Coup,civil war,1,0,Amos Sawyer,president of the interim Government of National Unity,civil war,Kpormapkor,Council of State chairman,Amos Sawyer was forced to step down as the factions continued to war both in the country and in the government. Kpormapkor became head of the interim civilian junta.,LR,AF,3/7.0/1994.0
613,450,45091594,45009151994,Liberia,9,15,1994,,Attempted Coup,0,0,1,Kpormapkor,Council of State chairman,Charles Julue,.,.,Charles Julue Attempted to overthrow the Council of State.,LR,AF,9/15.0/1994.0
614,450,4509195,45009011995,Liberia,9,1,1995,,Coup,civil war,1,0,Kpormapkor,Council of State chairman,Peace Accords,Sankawulo,Council of State chairman,"As fighting continued, the Council of State forced Kpormapkor out and Sankwulo took the chair with the new Peace Accords.",LR,AF,9/1.0/1995.0
615,450,4509396,45009031996,Liberia,9,3,1996,,Coup,civil war,1,0,Sankawulo,Council of State chairman,Peace Accords,Ruth Perry,Council of State chairman,Another cease-fire agreement led to the ousting of the previous chairman and the introduction of a new chairwoman.,LR,AF,9/3.0/1996.0
616,450,4505.2003,45005002003,Liberia,5,0,2003,,Conspiracy Coup,0,0,1,Charles Taylor,President,incl. VP Moses Blah,.,.,Rebels and council factions loyal to Blah conspired to overthrow the interim Council.,LR,AF,5/0.0/2003.0
617,450,450101403,45010142003,Liberia,10,14,2003,,Coup,Foreign,1,0,Moses Blah,President,UN-backed peace arrangement,Gyude Byrant,transitional government,Moses Blah was forced out by a new UN-baked peace arrangement.,LR,AF,10/14.0/2003.0
618,620,6209169,62009011969,Libya,9,1,1969,,Coup,Coup,1,0,King Idris,royal ruler,"Free Officers Movement, Capt. Gadhafi",Muammar Gaddafi,Revolutionary Command Council chairman,The concentration of oil wealth in royal hands combined with sentiments of arab nationalism and Nasserism contributed to the coup in which Gaddafi abolished the monarchy and seized power as chairman of a revolutionary council.,LY,AF,9/1.0/1969.0
619,620,62012.1969,62012001969,Libya,12,0,1969,,Conspiracy Coup,0,0,1,Muammar Gaddafi,Revolutionary Command Council chairman,"Col. Adam Said Hawaz, Col. Mousa Ahmad",.,.,The minister of defense and the minister of the interior were accused of conspiring against the Gaddafi government. They were arrested and tried for treason.,LY,AF,12/0.0/1969.0
620,620,6207.197,62007001970,Libya,7,0,1970,,Conspiracy Coup,0,0,1,Muammar Gaddafi,Revolutionary Command Council chairman,Abdullah Abid Sanusi and Ahmed al-Senussi,.,.,Distant relatives of the ousted king conspired to overthrow Gaddafi and return the monarchy to power.,LY,AF,7/0.0/1970.0
621,620,6208575,62008051975,Libya,8,5,1975,,Conspiracy Coup,0,0,1,Muammar Gaddafi,Revolutionary Command Council chairman,"Maj. Abdel Fattah Yunis, Maj. Meheishi, Maj. Bashir Hawwadi",.,.,Several armed forces officers conspired to overthrow Gaddafi but their plot was unveiled.,LY,AF,8/5.0/1975.0
622,620,6208.198,62008001980,Libya,8,,1980,,Attempted Coup,0,0,1,Muammar Gaddafi,Brotherly Leader of the Revolution,army officers with French Secret Service support,.,.,A group of army officers backed by the French Secret Service attempted to overthrow Gaddafi but failed.,LY,AF,8/nan/1980.0
623,620,6206.1986,62006001986,Libya,6,,1986,,Attempted Coup,0,0,1,Muammar Gaddafi,Brotherly Leader of the Revolution,armed forces,.,.,"After the United States bombed Libya for Gaddafi's involvement in a terrorist attack, he faced a wide-scale revolt. The revolt which occurred in stages, was violently repressed.",LY,AF,6/nan/1986.0
624,620,62010.1993,62010001993,Libya,10,0,1993,,Attempted Coup,0,0,1,Muammar Gaddafi,Brotherly Leader of the Revolution,Maj. Addel Salem Jalloud,.,.,Maj. Jalloud attempted a coup against Gaddafi. The attempt failed.,LY,AF,10/0.0/1993.0
625,212,2128246,21208021946,Luxembourg,8,2,1946,,Conspiracy Coup,0,0,1,Pierre Dupong,prime minister,army officers,.,.,A number of army officers were arrested for their conspiracy to overthrow the government by force.,LU,EU,8/2.0/1946.0
626,580,5805972,58005091972,Madagascar,5,9,1972,,Coup,Revolt,1,0,Philibert Tsiranana,president,popular uprising,Gabriel Ramanantsoa,prime minister,"Tsiranana faced a severe student uprising against the French character of the regime and the economic woes in the country. The revolt forced him to relinquish some of his authority to a military prime minister, Gen. Ramanantsoa",MG,AF,5/9.0/1972.0
627,580,580101172,58010111972,Madagascar,10,11,1972,,Coup,0,1,0,Philibert Tsiranana,president,Gabriel Ramanantsoa,Gabriel Ramanantsoa,military dictator,Prime minister General Ramanantsoa forced the president with whom he shared power with to resign. Ramanantsoa became the military president.,MG,AF,10/11.0/1972.0
628,580,580123174,58012311974,Madagascar,12,31,1974,,Attempted Coup,0,0,1,Gabriel Ramanantsoa,military dictator,Col. Brechard Rajaonarison,.,.,Col. Rajaonarison launched a coup attempt which nearly succeeded in overthrowing the government.,MG,AF,12/31.0/1974.0
629,580,5802575,58002051975,Madagascar,2,5,1975,,Coup,Coup,1,0,Gabriel Ramanantsoa,military dictator,mass social and ethnic tensions,Richard Ratsimandrava,president,Ongoing ethnic and class tensions forced Ramanantsoa to resign his caretaker role.,MG,AF,2/5.0/1975.0
630,580,58012482,58001241982,Madagascar,1,24,1982,,Conspiracy Coup,0,0,1,Didier Ratsiraka,president,"incl. Col. Rasolofo, Fr. J. Randrianoelisoa, A. Rakotozafy",.,.,Military and opposition leaders plotted against the Didier regime.,MG,AF,1/24.0/1982.0
631,580,5807.1989,58007001989,Madagascar,7,0,1989,,Attempted Coup,0,0,1,Didier Ratsiraka,president,unspecified,.,.,Unknown individuals attempted to overthrow the Didier regime.,MG,AF,7/0.0/1989.0
632,580,58051390,58005131990,Madagascar,5,13,1990,,Attempted Coup,0,0,1,Didier Ratsiraka,president,"incl. Joma Ernest, Jean-Jacques Rafalimanana",.,.,Didier faced an attempted coup from a number of individuals. Civilian rebels were partially successful at seizing some communications systems but were repressed,MG,AF,5/13.0/1990.0
633,580,58072992,58007291992,Madagascar,7,29,1992,,Attempted Coup,0,0,1,Didier Ratsiraka,president,unspecified,.,.,Unspecified individuals again attempted to overthrow Didier.,MG,AF,7/29.0/1992.0
634,553,553..1965,55300001965,Malawi,0,0,1965,,Attempted Coup,0,0,1,Sir Glyn smallwood Jones,governor-general,rebel leader Medson Evans Silombela,.,.,"Silombela, a rebel leader, led a coup attempt against the colonial regime. He was later executed.",MW,AF,0/0.0/1965.0
635,553,55332601,55303262001,Malawi,3,26,2001,,Conspiracy Coup,0,0,1,Bingu wa Mutharika,president,unspecified,.,.,Unspecified individuals conspired against the Mutharika regime.,MW,AF,3/26.0/2001.0
636,820,820..1948,82000001948,Malaysia,0,0,1948,,Attempted Coup,0,0,1,Tunku Abdul Rahman,Prime minister,ethnic chinese maoist rebels,.,.,Ethnic Chinese malay peoples were inspired by the moaist communist rebellions and started their own with the aim to topple the government. The British and local forces launched a full counter-insurgency campaign and defeated the rebels over several years.,MY,AS,0/0.0/1948.0
637,820,8203165,82003011965,Malaysia,3,1,1965,,Conspiracy Coup,0,0,1,Tunku Abdul Rahman,Prime minister,political extremists tied with Indonesia,.,.,Malaysian leaders accused Indonesia of sponsoring extremist political leaders with the goal of overthrowing the government. Several of these leaders were apparently arrested.,MY,AS,3/1.0/1965.0
638,820,82051769,82005171969,Malaysia,5,17,1969,,Coup,Revolt,1,0,Tunku Abdul Rahman,Prime minister,popular uprising,Abdul Razak Hussein,National Operations Council head,Race riots led to a coup where Rahman saw his powers severely curtailed and transferred to Razak who now headed the emergency National Operations Council government.,MY,AS,5/17.0/1969.0
639,820,820111985,82011191985,Malaysia,11,19,1985,,Conspiracy Coup,0,0,1,Mahathir Mohamad,Prime minister,Haji Ibrahim Mahmud,.,.,"Ibrahim Mahmud, an islamic extremist, allegedly plotted to overthrow the government with his group of followers. He and his followers were violently repressed by the government.",MY,AS,11/19.0/1985.0
640,820,8202953,82002091953,Maldives,2,9,1953,,Coup,Coup,1,0,Amin Didi,president,Deputy President and Ali Didi,Ali Didi,president,Ali Didi and members of the government overthrew Amin Didi.,MV,AS,2/9.0/1953.0
641,820,820..1980,82000001980,Maldives,0,0,1980,,Attempted Coup,0,0,1,Abdul Gayoom,president,mercenaries hired by supporters and family of former Pres. Ibrahim Nasir,.,.,Family members and supporters of the former president hired mercenaries to remove Gayoom. The mercenaries aborted the attempt after they landed due to Gayoom's popularity.,MV,AS,0/0.0/1980.0
642,820,820..1983,82000001983,Maldives,0,0,1983,,Attempted Coup,0,0,1,Abdul Gayoom,president,unspecified,.,.,unspecified individuals attempted a coup.,MV,AS,0/0.0/1983.0
643,820,82011388,82011031988,Maldives,11,3,1988,,Attempted Coup,0,0,1,Abdul Gayoom,president,Tamil mercenaries hired by businessmen Sikka Ahmed Ismail Maniku and Abdulla Luthufi,.,.,"Disgraced businessmen hired Tamil mercenaries to overthrow Gayoom. The strike force nearly ousted him but the Indian armed forces responded to Gayoom's plea for help, sparing his regime.",MV,AS,11/3.0/1988.0
644,432,432111968,43211191968,Mali,11,19,1968,,Coup,0,1,0,Modibo Keita,president,Lt. Moussa Traore,Lt. Moussa Traore,military committee for national liberation junta chairman,Keita was overthrown by the military and before than weakened by public protests over his economic policies and shift to the communist left. Traore seated himself at the head of a junta.,ML,AF,11/19.0/1968.0
645,432,43281269,43208121969,Mali,8,12,1969,,Attempted Coup,0,0,1,Moussa Traore,military committee for national liberation junta chairman,unspecified,.,.,Unspecified individuals led a rebellion against the the Traore regime. Their efforts were supressed.,ML,AF,8/12.0/1969.0
646,432,4324871,43204081971,Mali,4,8,1971,,Attempted Coup,0,0,1,Moussa Traore,military committee for national liberation junta chairman,"Capt. Yoro Diakite, Capt. Malik Diallo",.,.,A military rebellion was supprssed by the junta.,ML,AF,4/8.0/1971.0
647,432,43222878,43202281978,Mali,2,28,1978,,Attempted Coup,0,0,1,Moussa Traore,president,"Col. Kissima Doukara, Tiecoro Bagayoko",.,.,Traore faced another attempted military coup against his rule. The attempt was supressed.,ML,AF,2/28.0/1978.0
648,432,432123080,43212301980,Mali,12,30,1980,,Attempted Coup,0,0,1,Moussa Traore,president,"Adj. Aladje Djire, Adj. Karim Sissoko, Sekou Sonogo",.,.,The military supressed a civilian rebellion aimed at toppling the regime.,ML,AF,12/30.0/1980.0
649,432,4323691,43203061991,Mali,3,6,1991,,Coup,Coup,1,0,Moussa Traore,president,Amadou Toumani Touré,Amadou Toumani Touré,national reconciliation council junta chairman,Traore faced a huge popular uprising over labor and economic concerns and when it reached a climax General Toure betrayed Traore and seized power.,ML,AF,3/6.0/1991.0
650,432,43271491,43207141991,Mali,7,14,1991,,Attempted Coup,0,0,1,Amadou Toumari Toure,transitional committee for the salvation of the people junta chairman,Maj. Lamine Diabira,.,.,Dissident officers attempted to overthrow the Toure regime. They were arrested.,ML,AF,7/14.0/1991.0
651,432,43212993,43212091993,Mali,12,9,1993,,Conspiracy Coup,0,0,1,Alpha Oumar Konare,president,Lt-Col. Oumar Diallo,.,.,Col. Diallo conspired to overthrow the government.,ML,AF,12/9.0/1993.0
652,432,432102796,43210271996,Mali,10,27,1996,,Conspiracy Coup,0,0,1,Alpha Oumar Konare,president,Mady Diallo,.,.,Mady Diallo conspired to overthrow the government.,ML,AF,10/27.0/1996.0
653,435,43571078,43507101978,Mauritania,7,10,1978,,Coup,Coup,1,0,Ould Daddah,president,Ould Mohamed Salek,Ould Mohamed Salek,military committee for national recovery junta chairman,Mohamed Salek overthrew the Daddah regime during an economic crisis and trouble containing an insurgency. Salek took power as chairman of the Military Committee for National Recovery,MR,AF,7/10.0/1978.0
654,435,4354679,43504061979,Mauritania,4,6,1979,,Coup,Coup,1,0,Ould Mohamed Salek,military committee for national recovery junta chairman,Prime Minister Colonel Ahmed Ould Bouceif,Ahmed Ould Bouceif,military committee for national recovery junta chairman,Salek failed to achieve peace and solve racial tensions in the country. His discriminatory policies led to a coup when he became isolated in the junta. His prime minister and junta member Bouceif reduced Salek to a ceremonial position while taking the chair for himself.,MR,AF,4/6.0/1979.0
655,435,4351480,43501041980,Mauritania,1,4,1980,,Coup,Coup,1,0,Ould Ahmed Louly,military committee for national recovery junta chairman,Ould Haidalla,Ould Haidalla,military committee for national recovery junta chairman,Haidalla ousted Louly as head of the junta.,MR,AF,1/4.0/1980.0
656,435,43531681,43503161981,Mauritania,3,16,1981,,Attempted Coup,0,0,1,Ould Haidalla,military committee for national recovery junta chairman,"LTC Ould Sidi, LTC Abdelkader",.,.,LTC Ould Sidi and other Moroccan members of an opposition group attempted seize power. They were put down.,MR,AF,3/16.0/1981.0
657,435,4352682,43502061982,Mauritania,2,6,1982,,Attempted Coup,0,0,1,Ould Haidalla,military committee for national recovery junta chairman,"Col. Ould Salek, et al",.,.,Former junta chairman and other officers attempted a counterrevolution. It failed.,MR,AF,2/6.0/1982.0
659,435,435121284,43512121984,Mauritania,12,12,1984,,Coup,Coup,1,0,Ould Haidalla,military committee for national recovery junta chairman,Col. Moaouia Taya,Sidi Ahmed Taya,military committee for national recovery junta chairman,Taya overthrew Haidalla while he was out of the country after he removed Taya from the premier post. Taya assumed the chair of the National Recovery junta.,MR,AF,12/12.0/1984.0
660,435,435102287,43510221987,Mauritania,10,22,1987,,Conspiracy Coup,0,0,1,Sidi Ahmed Taya,military committee for national recovery junta chairman,"incl. Lt. Ba Seydi, Lt. Sarr Amadou, Lt. Sy Saidou",.,.,Several dissident military officers conspired to overthrow Taya.,MR,AF,10/22.0/1987.0
661,435,43511.199,43511001990,Mauritania,11,0,1990,,Attempted Coup,0,0,1,Sidi Ahmed Taya,military committee for national recovery junta chairman,unspecified,.,.,Unspecified individuals attempted to overthrow Taya.,MR,AF,11/0.0/1990.0
662,435,43510.1995,43510001995,Mauritania,10,0,1995,,Conspiracy Coup,0,0,1,Sidi Ahmed Taya,president,unspecified,,,unspecified individuals conspired against Taya's rule.,MR,AF,10/0.0/1995.0
663,435,4356803,43506082003,Mauritania,6,8,2003,,Attempted Coup,0,0,1,Sidi Ahmed Taya,president,Saleh Ould Hanenna,.,.,"Hanenna led a group of rebel soldiers to attack the capital. Although the coup failed, he escaped capture.",MR,AF,6/8.0/2003.0
664,435,43581004,43508102004,Mauritania,8,10,2004,,Conspiracy Coup,0,0,1,Sidi Ahmed Taya,president,Saleh Ould Hanenna; Fursan al-Taghyir (Knights of Change),.,.,Hanenna conspired with his newly formed rebel army to overthrow the government with foreign support.,MR,AF,8/10.0/2004.0
665,435,43592704,43509272004,Mauritania,9,27,2004,,Conspiracy Coup,0,0,1,Sidi Ahmed Taya,president,Saleh Ould Hanenna; Fursan al-Taghyir (Knights of Change),.,.,Hanenna conspired again with his newly formed rebel army to overthrow the government with foreign support.,MR,AF,9/27.0/2004.0
666,435,4358305,43508032005,Mauritania,8,3,2005,,Coup,Coup,1,0,Sidi Ahmed Taya,president,Military Council for Justice and Democracy led by Col. Ely Ould Mohamed Vall,Ely Ould Mohamed,Military Council for Justice and Democracy junta chairman,"While Taya was out of the country, Ely Mohamed seized control of government buildings and media and declared the end of the Taya's repressive rule. He seated himself at the head of a junta with the goal of bringing democracy to the nation.",MR,AF,8/3.0/2005.0
667,70,707.1954,7007001954,Mexico,7,0,1954,,Attempted Coup,0,0,1,Adolfo Ruiz Cortines,president,unspecified,.,.,Unspecified individuals attempted a small but violent effort to overthrow the government. The attempt sought to stabilize the left/right conflict in the country and end severe corruption.,MX,NA,7/0.0/1954.0
668,70,7072067,7007201967,Mexico,7,20,1967,,Conspiracy Coup,0,0,1,Gustavo Diaz Ordaz,president,communists individuals with support from China,.,.,Several individuals were arrested for plotting to overthrow Mexico's government with support from communist China.,MX,NA,7/20.0/1967.0
669,70,703.1971,7003001971,Mexico,3,0,1971,,Conspiracy Coup,0,0,1,Luis Echeverria,president,Revolutionary Action guerillias,.,.,Revolutionary Action insurgents conspired to violently overthrow the government.,MX,NA,3/0.0/1971.0
670,712,71282384,71208231984,Mongolia,8,23,1984,,Coup,Coup,1,0,Tsedenbal,premier/party secretary,communist party,Batmonh,communist party,Tsendenbal was forced out due to Soviet influence on the communist party. Tsendenbal reportedly disagreed with the changing Soviet stance on China. Batmonh replaced him as party secretary.,MN,AS,8/23.0/1984.0
671,712,71231290,71203121990,Mongolia,3,12,1990,,Coup,Revolt,1,0,Batmonh,premier/party secretary,popular uprising,Gombajovn Ochirbat,president,mass protests and hunger strikes forced Batmohn to give up power and suspend the constitution which guarenteed power for the Communist party.,MN,AS,3/12.0/1990.0
672,600,60082153,60008211953,Morocco,8,21,1953,,Coup,0,1,0,Mohammed V,royal ruler,France armed forces,Ben Aarafa,colonial ruler,"The French who were occupying Morocco, exiled the King and replaced him with a more obedient distant relative of Mohammed.",MA,AF,8/21.0/1953.0
673,600,60011655,60011061955,Morocco,11,6,1955,,Coup,0,1,0,Ben Aarafa,colonial ruler,popular uprising,Mohammed V,royal ruler,Ungoing violence towards the illegitimate rule of Aarafa forced his replacement and return over Mohammed V by French authorities.,MA,AF,11/6.0/1955.0
674,600,6007.1963,60007001963,Morocco,7,0,1963,,Conspiracy Coup,0,0,1,Hassan II,royal ruler,number of UNFP leaders,.,.,A number of opposition group leaders conspired to overthrow the Monarchy.,MA,AF,7/0.0/1963.0
675,600,60071171,60007111971,Morocco,7,11,1971,,Attempted Coup,0,0,1,Hassan II,royal ruler,Gen. Mohammed Medbouh,.,.,Medbouh launched a coup attempt on the King's birthday temporarily succeeding in controlling the country before loyal military forces entered the attempt.,MA,AF,7/11.0/1971.0
676,600,60081672,60008161972,Morocco,8,16,1972,,Attempted Coup,0,0,1,Hassan II,royal ruler,Air Force fighters,.,.,Air force officers attempted to shoot down the King's plane in flight. Royalist troops intercepted the rogue planes and the coup planner and defeated them.,MA,AF,8/16.0/1972.0
677,541,541121875,54112181975,Mozambique,12,18,1975,,Attempted Coup,0,0,1,Samora Moises Machel,President,unspecified,.,.,Unspecified individuals attempted a coup against president Samora.,MZ,AF,12/18.0/1975.0
678,541,54162491,54106241991,Mozambique,6,24,1991,,Conspiracy Coup,0,0,1,Joaquim Chissano,President,"incl. Col. Antonio, ColGen. Mabote",.,.,Several individuals including military elements conspired to overthrow President Joaquim.,MZ,AF,6/24.0/1991.0
679,775,7758948,77508091948,Myanmar,8,9,1948,,Attempted Coup,0,0,1,Sao Shwe Thaik,president,1st Burma Rifles,.,.,A military element revolted against the government attempted to overthrow it. Rebels were defeated by royal forces.,MM,AS,8/9.0/1948.0
680,775,77592258,77509221958,Myanmar,9,22,1958,,Conspiracy Coup,0,0,1,Win Maung,president,members of People's Comrade Party,.,.,The People's Comrade Party conspired to overthrow the government.,MM,AS,9/22.0/1958.0
681,775,7753262,77503021962,Myanmar,3,2,1962,,Coup,Coup,1,0,Win Maung,president,Gen. Ne Win,Ne Win,Union Revolutionary Council chairman junta,General Ne Win seized power in an effort to stabilize the country. He seated himself at the head of the military junta.,MM,AS,3/2.0/1962.0
682,775,7757276,77507021976,Myanmar,7,2,1976,,Conspiracy Coup,0,0,1,Ne Win,president,"incl. Capts. Ohn Kyaw Myint, Win Thein, & Tun Kyaw",.,.,Ne Win faced a plot from inside the military.,MM,AS,7/2.0/1976.0
683,775,77572588,77507251998,Myanmar,7,25,1998,,Coup,Revolt,1,0,Ne Win,party secretary,popular uprising known as the 8888,Sein Lwin,party secretary,The 8888 uprising eventually enveloped the entire country and Ne Win was forced to step down. Sein Lwin took over as the executive party secretary.,MM,AS,7/25.0/1998.0
684,775,77581288,77508121988,Myanmar,8,12,1988,,Coup,Revolt,1,0,Sein Lwin,party secretary,popular uprising,Maurng Maung,party secretary,"Continued protests, strikes, and violence even in the face of severe lethal repression forced Lwin to resign.",MM,AS,8/12.0/1988.0
685,775,77591888,77509181988,Myanmar,9,18,1988,,Coup,Revolt,1,0,Maurng Maung,president,Gen. Saw Maung,Saw Maung,State Law and Order Restoration Council junta chairman,As protests and violence continued the military sought a need to return order and did so by violent coup and drastic repression. Saw Maung took power at the chairman of the junta.,MM,AS,9/18.0/1988.0
686,775,77542392,77504231992,Myanmar,4,23,1992,,Coup,Coup,1,0,Saw Maung,State Law and Order Restoration Council junta chairman,Than Shwe,Than Shwe,State Law and Order Restoration Council junta chairman,Saw Maung was the victim of a palace coup by military hardliners who felt Maung was too eagar for country to return to civilian rule. Than Shwe took control of the junta.,MM,AS,4/23.0/1992.0
687,775,7753702,77503072002,Myanmar,3,7,2002,,Conspiracy Coup,0,0,1,Than Shwe,State Peace and Development Council junta chairman,"Ne Win, Sandar Win, Aye Zaw Win",.,.,The junta accused the former leader Ne Win and several others of conspiring to overthrow the government.,MM,AS,3/7.0/2002.0
688,790,79092450,79009241950,Nepal,9,24,1950,,Conspiracy Coup,0,0,1,Mohan Rana,dynastic ruler,"Sunder Raj Chalise, ""Nepali Congress""",.,.,The Nepali Congress movement conspired to overthrow the Rana dynasty.,NP,AS,9/24.0/1950.0
689,,,11121950,Nepal,11,12,1950,,Attempted Coup,0,0,1,Mohan Rana,dynastic ruler,Nepali Congress Party Insurgents,.,.,The Nepali Congress insurgents invaded Nepal and captured several population centers in an effort to gain power but were evicted.,NP,AS,11/12.0/1950.0
690,790,79021851,79002181951,Nepal,2,18,1951,,Coup,Revolt,1,0,Mohan Rana,dynastic ruler,Nepali Congress Party Insurgents,Tribhuvan,royal ruler,Another revolt by the Nepali Congress forced the Rana family into political exile. The popular king returned to the throne with promises of creating a democracy.,NP,AS,2/18.0/1951.0
691,790,79010860,79010081960,Nepal,10,8,1960,,Attempted Coup,0,0,1,Mahendra,royal ruler,Prince Om Jung,.,.,Prince Om Jung attempted to force Mahendra out of the throne.,NP,AS,10/8.0/1960.0
692,790,79010.196,79010001960,Nepal,10,0,1960,,Attempted Coup,0,0,1,Mahendra,royal ruler,a Hindu yogi,.,.,A second coup attempt instigated by a Hindu yogi was put down by forces loyal to the throne.,NP,AS,10/0.0/1960.0
693,790,790121560,79012151960,Nepal,12,15,1960,,Coup,auto-coup,1,0,Bishweshwar Prasad Koirala,prime minister,Mahendra,Mahendra,royal ruler,"Mahendra, seeking to restore order in the political system and declaring that democracy had failed suspended the constitution, dissolved the legislature and assumed direct executive rule in an auto-coup.",NP,AS,12/15.0/1960.0
694,790,79010402,79010042002,Nepal,10,4,2002,,Coup,auto-coup,1,0,Sher Bahadur Deuba,prime minister,Gyanendra,Gyanendra,royal ruler,King Gyanedra dismissed the prime minister and imposed his direct rule on the nation after Bahdur refused to call elections.,NP,AS,10/4.0/2002.0
695,790,7902105,79002012005,Nepal,2,1,2005,,Coup,auto-coup,1,0,Sher Bahadur Deuba,prime minister,Gyanendra,Gyanendra,royal ruler,King Gyanedra dissolved the government again and ruled directly for several years in order to try to end ongoing political instability and an insurgency with Maoists.,NP,AS,2/1.0/2005.0
696,93,9352547,9305251947,Nicaragua,5,25,1947,,Coup,Coup,1,0,Leonardo Arguello Barreto,president,Gen. Somoza,Ben Lacayo,interim president,General Somoza accused the president of forcing him to resign and undermining the nation's defense. Somoza forced the legislature to impeach him and set up Lacayo as his puppet president.,NI,NA,5/25.0/1947.0
697,93,93..1954,9300001954,Nicaragua,0,0,1954,,Conspiracy Coup,0,0,1,Anastasio Somoza Garcia,dictator,Dissident Pedro Joaquin Chamorro Cardenal,.,.,Dissident journalist conspired to overthrow the Somoza regime. He was jailed for his conspiracy.,NI,NA,0/0.0/1954.0
698,93,9312.1957,9312001957,Nicaragua,12,0,1957,,Conspiracy Coup,0,0,1,Luis A. Somoza,dictator/president,unspecified,.,.,unspecified individuals conspired against Somoza because they feared his political liberalization efforts would enable radicals to gain power.,NI,NA,12/0.0/1957.0
699,93,9312267,9301221967,Nicaragua,1,22,1967,,Attempted Coup,0,0,1,Lorenzo Guerrero,president,Dr. Fernando Aguero Rocha,.,.,A Dr. Rocha attempted a coup against President Lorenzo.,NI,NA,1/22.0/1967.0
700,93,9382878,9308281978,Nicaragua,8,28,1978,,Attempted Coup,0,0,1,Anastasio Somoza Debayle,president,LTCs Larios & Montalba,.,.,At least two lower level officers attempted a coup against Somoza Debayle after he lost face after an insurgent effort captured the palace.,NI,NA,8/28.0/1978.0
701,93,9371779,9307171979,Nicaragua,7,17,1979,,Coup,Civil War,1,0,Anastasio Somoza Debayle,president,Sandinista insurgents,Daniel Ortega,chair of the National Reconstruction junta,With insurgents knocking at his front door Somoza agreed to resign and transfer authority to Sandinista leader Daniel Ortega and his junta.,NI,NA,7/17.0/1979.0
702,93,93111780,9311171980,Nicaragua,11,17,1980,,Attempted Coup,0,0,1,Daniel Ortega,chair of the National Reconstruction junta,Jorge Salzar Arguello,.,.,Arguello was a key figure in the business opposition to Sandinista rule and attempted to overthrow the government. He was shot and killed.,NI,NA,11/17.0/1980.0
703,436,43641574,43604151974,Niger,4,15,1974,,Coup,,1,0,Hamani Diori,president,LTC Seymi Kountche,Seymi Kountche,president of the Supreme Military Council junta,Diori was accused of consolidating power to himself and to his family while diverting food and other resources. He was overthrown by Kountche who established himself as president of a military junta.,NG,AF,4/15.0/1974.0
704,436,4368.1975,43608001975,Niger,8,0,1975,,Conspiracy Coup,0,0,1,Seymi Kountche,president of the Supreme Military Council junta,"Maj. Souna Sido, M. Dilbo Bakary, M. Maitourane Gadjio",.,.,Military officers conspired against Kountche and the junta.,NG,AF,8/0.0/1975.0
705,436,43631576,43603151976,Niger,3,15,1976,,Conspiracy Coup,0,0,1,Seymi Kountche,president of the Supreme Military Council junta,"Maj. Basere Moussa, Capt. Sidi Mohamed, Ahmed Mouddour",.,.,Another group of officers conspired to overthrow Kountche but were defeated.,NG,AF,3/15.0/1976.0
